belong,l_type,name,point,tname,time
공과 토목환경공학과,전공필수,토목환경종합설계2(원어),2,박성완,"월14,15,16,17(2공202)"
공과 토목환경공학과,전공필수,토목환경종합설계2(원어),2,강부식,"목14,15,16,17(2공202)"
공과 토목환경공학과,전공필수,토목환경종합설계2(원어),2,이정휘,"수3,4,5,6(1공224)"
공과 토목환경공학과,전공필수,토질역학2,3,박성완,"월10,11,12/수10,11,12(1공112)"
공과 토목환경공학과,전공선택,하수도공학,3,독고석,"화4,5,6/금4,5,6(1공112)"
공과 기계공학과,전공선택,CAD/CAM,3,김태정,"월8,9,10/화15,16,17(1공504)"
공과 기계공학과,전공선택,공학CAD(원어),2,배성재,"월12,13,14,15(1공504)"
공과 기계공학과,전공선택,공학CAD,2,배성재,"화4,5,6,7(1공504)"
공과 기계공학과,전공선택,공학CAD,2,배성재,"수11,12,13,14(1공504)"
공과 기계공학과,공학소양,공학멘토링,0,김대근,
공과 기계공학과,공학소양,공학멘토링,0,김대근,
공과 기계공학과,공학소양,공학멘토링,0,김대근,
공과 기계공학과,공학소양,공학멘토링,0,김대근,
공과 기계공학과,공학소양,공학멘토링,0,김영은,
공과 기계공학과,공학소양,공학멘토링,0,김영은,
공과 기계공학과,공학소양,공학멘토링,0,김영은,
공과 기계공학과,공학소양,공학멘토링,0,김영은,
공과 기계공학과,공학소양,공학멘토링,0,김태정,
공과 기계공학과,공학소양,공학멘토링,0,김태정,
공과 기계공학과,공학소양,공학멘토링,0,김태정,
공과 기계공학과,공학소양,공학멘토링,0,김태정,
공과 기계공학과,공학소양,공학멘토링,0,박선호,
공과 기계공학과,공학소양,공학멘토링,0,박선호,
공과 기계공학과,공학소양,공학멘토링,0,박선호,
공과 기계공학과,공학소양,공학멘토링,0,박선호,
공과 기계공학과,공학소양,공학멘토링,0,배성재,
공과 기계공학과,공학소양,공학멘토링,0,배성재,
공과 기계공학과,공학소양,공학멘토링,0,배성재,
공과 기계공학과,공학소양,공학멘토링,0,배성재,
공과 기계공학과,공학소양,공학멘토링,0,백광현,
공과 기계공학과,공학소양,공학멘토링,0,백광현,
공과 기계공학과,공학소양,공학멘토링,0,백광현,
공과 기계공학과,공학소양,공학멘토링,0,백광현,
공과 기계공학과,공학소양,공학멘토링,0,윤경환,
공과 기계공학과,공학소양,공학멘토링,0,윤경환,
공과 기계공학과,공학소양,공학멘토링,0,윤경환,
공과 기계공학과,공학소양,공학멘토링,0,윤경환,
공과 기계공학과,공학소양,공학멘토링,0,임성한,
공과 기계공학과,공학소양,공학멘토링,0,임성한,
공과 기계공학과,공학소양,공학멘토링,0,임성한,
공과 기계공학과,공학소양,공학멘토링,0,임성한,
공과 기계공학과,공학소양,공학멘토링,0,지성철,
공과 기계공학과,공학소양,공학멘토링,0,지성철,
공과 기계공학과,공학소양,공학멘토링,0,지성철,
공과 기계공학과,공학소양,공학멘토링,0,지성철,
공과 기계공학과,공학소양,공학멘토링,0,최덕기,
공과 기계공학과,공학소양,공학멘토링,0,최덕기,
공과 기계공학과,공학소양,공학멘토링,0,최덕기,
공과 기계공학과,공학소양,공학멘토링,0,최덕기,
공과 기계공학과,공학기초(수학),공학수학2(원어),3,임성한,"월13,14,15(3공108)/화12,13,14(3공105)"
공과 기계공학과,공학기초(수학),공학수학2(원어),3,임성한,"월9,10,11/수8,9,10(2공205)"
공과 기계공학과,전공필수,기계공작법(원어),3,지성철,"월5,6,7(2공205)/수10,11,12(3공108)"
공과 기계공학과,전공필수,기계공작법(원어),3,지성철,"월11,12,13(3공105)/수4,5,6(2공205)"
공과 기계공학과,전공필수,기계공학실험2(원어),1,김영은,"월1,2,3,4(1공519)"
공과 기계공학과,전공필수,기계공학실험2(원어),1,김영은,"월8,9,10,11(1공519)"
공과 기계공학과,전공필수,기계공학실험2,1,김영은,"수8,9,10,11(1공519)"
공과 기계공학과,전공필수,기계공학실험2,1,김영은,"수12,13,14,15(1공519)"
공과 기계공학과,전공필수,기계공학종합설계1(원어),2,김태정,"월12,13,14,15(1공110)"
공과 기계공학과,전공필수,기계공학종합설계1(원어),2,배성재,"화15,16,17,18(1공110)"
공과 기계공학과,전공필수,기계공학종합설계1,2,김대근,"수2,3,4,5(1공110)"
공과 기계공학과,전공필수,기계공학종합설계1,2,임성한,"목9,10,11,12(1공110)"
공과 기계공학과,전공필수,기계공학종합설계1,2,백광현,"목13,14,15,16(1공110)"
공과 기계공학과,전공필수,기계공학종합설계1,2,배성재,"목9,10,11,12(1공502)"
공과 기계공학과,공학소양,기술과경영,2,유봉호,"화5,6,7,8(서관B104)"
공과 기계공학과,전공선택,내연기관,3,하태훈,"금11,12,13,14,15,16(3공108)"
공과 기계공학과,전공필수,동역학(원어),3,김대근,"월8,9,10(3공105)/수11,12,13(2공205)"
공과 기계공학과,전공필수,동역학(원어),3,김대근,"화9,10,11(3공108)/목2,3,4(2공205)"
공과 기계공학과,전공선택,로봇공학(원어),2,김태정,"수2,3,4,5(1공504)"
공과 기계공학과,전공선택,메카트로닉스,3,김대근,"월4,5,6/수7,8,9(1공504)"
공과 기계공학과,전공선택,생체역학,2,김영은,"월12,13,14,15(2공205)"
공과 기계공학과,전공선택,열역학2(원어),3,박선호,"화5,6,7/목2,3,4(3공108)"
공과 기계공학과,전공선택,열역학2(원어),3,박선호,"화1,2,3/목9,10,11(3공105)"
공과 기계공학과,전공선택,유체기계설계,3,윤경환,"월16,17,18/화12,13,14(사회215(화상))"
공과 기계공학과,전공필수,유체역학1(원어),3,윤경환,"월5,6,7/수1,2,3(3공105)"
공과 기계공학과,전공필수,유체역학1(원어),3,윤경환,"월1,2,3/수5,6,7(3공108)"
공과 기계공학과,공학기초(기초과학영역),일반물리학2,3,이명하,"월1,2,3,4,5,6(3공503)"
공과 기계공학과,공학기초(기초과학영역),일반물리학2,3,,"금9,10,11,12,13,14(3공503)"
공과 기계공학과,공학기초(기초과학영역),일반물리학실험2,1,김이경,"월9,10,11,12(자연B111)"
공과 기계공학과,공학기초(기초과학영역),일반물리학실험2,1,김이경,"월13,14,15,16(자연B102)"
공과 기계공학과,공학기초(기초과학영역),일반물리학실험2,1,김희수,"목5,6,7,8(자연B102)"
공과 기계공학과,공학기초(수학),일반수학2,3,고희정,"목9,10,11,12,13,14(3공504)"
공과 기계공학과,공학기초(수학),일반수학2,3,,"금9,10,11,12,13,14(3공504)"
공과 기계공학과,공학기초(기초과학영역),일반화학2,3,이상묵,"목15,16,17,18,19(3공110)"
공과 기계공학과,공학기초(기초과학영역),일반화학실험2,1,홍인권,"화7,8,9,10(3공320)"
공과 기계공학과,공학기초(기초과학영역),일반화학실험2,1,홍인권,"목1,2,3,4(3공320)"
공과 기계공학과,전공선택,재료역학2(원어),3,최덕기,"월1,2,3/수5,6,7(3공105)"
공과 기계공학과,전공선택,재료역학2(원어),3,최덕기,"월5,6,7/수1,2,3(3공108)"
공과 기계공학과,전공선택,정역학(원어),3,백광현,"월14,15,16/수11,12,13(3공105)"
공과 기계공학과,전공선택,정역학(원어),3,백광현,"월10,11,12/수15,16,17(3공108)"
공과 기계공학과,전공선택,제어공학,3,지성철,"화9,10,11/목2,3,4(3공105)"
공과 기계공학과,공학소양,지식재산과특허전략,2,김병남,"금11,12,13,14(3공111)"
공과 기계공학과,전공필수,창의적공학설계(원어),2,로버트 바일,"목11,12,13,14(3공101(창의적공학설계))"
공과 기계공학과,공학기초(전산영역),컴퓨터프로그래밍,3,신인경,"월1,2,3,4,5,6(3공521)"
공과 기계공학과,공학기초(전산영역),컴퓨터프로그래밍,3,서희원,"금1,2,3,4,5,6(3공521)"
공과 기계공학과,전공선택,환경과에너지,2,박선호,"수11,12,13,14(서관B106)"
공과 기계공학과,전공선택,환경소음공학,2,백광현,"화4,5,6,7(3공105)"
공과 화학공학과,전공선택,고분자공정공학(원어),3,김형수,"월4,5,6(3공516)/화4,5,6(3공111)"
공과 화학공학과,전공선택,공업물리화학,3,최명수,"목9,10,11/금12,13,14(3공515)"
공과 화학공학과,전공선택,공업물리화학,3,최명수,"목12,13,14/금9,10,11(3공515)"
공과 화학공학과,전공선택,공업분석화학,3,윤용수,"월4,5,6(3공515)/수11,12,13(3공319)"
공과 화학공학과,전공선택,공업분석화학,3,윤용수,"화4,5,6(3공515)/수14,15,16(3공319)"
공과 화학공학과,전공선택,공업유기화학,3,김형수,"화10,11,12/수1,2,3(3공516)"
공과 화학공학과,전공선택,공업유기화학,3,임진익,"화13,14,15/수11,12,13(3공516)"
공과 화학공학과,공학소양,공학멘토링,0,함영민,
공과 화학공학과,공학소양,공학멘토링,0,함영민,
공과 화학공학과,공학소양,공학멘토링,0,함영민,
공과 화학공학과,공학소양,공학멘토링,0,함영민,
공과 화학공학과,공학소양,공학멘토링,0,홍인권,
공과 화학공학과,공학소양,공학멘토링,0,홍인권,
공과 화학공학과,공학소양,공학멘토링,0,홍인권,
공과 화학공학과,공학소양,공학멘토링,0,홍인권,
공과 화학공학과,공학소양,공학멘토링,0,윤용수,
공과 화학공학과,공학소양,공학멘토링,0,윤용수,
공과 화학공학과,공학소양,공학멘토링,0,윤용수,
공과 화학공학과,공학소양,공학멘토링,0,윤용수,
공과 화학공학과,공학소양,공학멘토링,0,김형수,
공과 화학공학과,공학소양,공학멘토링,0,김형수,
공과 화학공학과,공학소양,공학멘토링,0,김형수,
공과 화학공학과,공학소양,공학멘토링,0,김형수,
공과 화학공학과,공학소양,공학멘토링,0,심재우,
공과 화학공학과,공학소양,공학멘토링,0,심재우,
공과 화학공학과,공학소양,공학멘토링,0,심재우,
공과 화학공학과,공학소양,공학멘토링,0,심재우,
공과 화학공학과,공학소양,공학멘토링,0,이우걸,
공과 화학공학과,공학소양,공학멘토링,0,이우걸,
공과 화학공학과,공학소양,공학멘토링,0,이우걸,
공과 화학공학과,공학소양,공학멘토링,0,이우걸,
공과 화학공학과,공학소양,공학멘토링,0,이용걸,
공과 화학공학과,공학소양,공학멘토링,0,이용걸,
공과 화학공학과,공학소양,공학멘토링,0,이용걸,
공과 화학공학과,공학소양,공학멘토링,0,이용걸,
공과 화학공학과,공학소양,공학멘토링,0,장수환,
공과 화학공학과,공학소양,공학멘토링,0,장수환,
공과 화학공학과,공학소양,공학멘토링,0,장수환,
공과 화학공학과,공학소양,공학멘토링,0,장수환,
공과 화학공학과,공학소양,공학멘토링,0,이환규,
공과 화학공학과,공학소양,공학멘토링,0,이환규,
공과 화학공학과,공학소양,공학멘토링,0,이환규,
공과 화학공학과,공학소양,공학멘토링,0,이환규,
공과 화학공학과,공학기초(수학),공학수학2(원어),3,이환규,"목1,2,3/금4,5,6(3공319)"
공과 화학공학과,공학기초(수학),공학수학2(원어),3,이환규,"목4,5,6/금1,2,3(3공319)"
공과 화학공학과,전공선택,국내인턴십1(화학공),18,장수환,
공과 화학공학과,전공선택,국내인턴십2(화학공),12,장수환,
공과 화학공학과,전공선택,국외인턴십1(화학공),18,장수환,
공과 화학공학과,전공선택,국외인턴십2(화학공),12,장수환,
공과 화학공학과,공학소양,기술과경영,2,유봉호,"목5,6,7,8(서관B104)"
공과 화학공학과,전공선택,나노소자현장실습,1,장수환,
공과 화학공학과,전공선택,나노소자현장실습,1,장수환,
공과 화학공학과,전공선택,반도체화학공정(원어),3,장수환,"화13,14,15/목10,11,12(3공319)"
공과 화학공학과,전공필수,반응공학,3,장수환,"화1,2,3/목4,5,6(3공517)"
공과 화학공학과,전공필수,반응공학(원어),3,장수환,"화4,5,6/목1,2,3(3공517)"
공과 화학공학과,전공필수,반응현상실험,2,윤용수,"월10,11,12,13,14,15,16,17(실험동202)"
공과 화학공학과,전공필수,반응현상실험,2,이용걸,"화9,10,11,12,13,14,15,16(실험동202)"
공과 화학공학과,전공필수,반응현상실험,2,이용걸,"금9,10,11,12,13,14,15,16(실험동202)"
공과 화학공학과,전공필수,반응현상실험,2,심재우,"목9,10,11,12,13,14,15,16(실험동202)"
공과 화학공학과,전공필수,반응현상실험,2,장수환,"수11,12,13,14,15,16,17,18(실험동202)"
공과 화학공학과,전공필수,분리공정(원어),3,함영민,"월4,5,6(3공517)/화1,2,3(3공319)"
공과 화학공학과,전공필수,분리공정(원어),3,이환규,"화10,11,12(3공319)/수4,5,6(3공111)"
공과 화학공학과,전공선택,생체물질과학(원어),3,이우걸,"월1,2,3/목1,2,3(3공515)"
공과 화학공학과,공학기초(기초과학영역),일반물리학2,3,현준원,"화1,2,3,4,5,6(3공503)"
공과 화학공학과,공학기초(기초과학영역),일반물리학2,3,김연중,"금1,2,3,4,5,6(3공503)"
공과 화학공학과,공학기초(기초과학영역),일반물리학실험2,1,김이경,"월5,6,7,8(자연B111)"
공과 화학공학과,공학기초(기초과학영역),일반물리학실험2,1,김연중,"화11,12,13,14(자연B102)"
공과 화학공학과,공학기초(기초과학영역),일반물리학실험2,1,,"수15,16,17,18(자연B102)"
공과 화학공학과,공학기초(기초과학영역),일반물리학실험2,1,,"목15,16,17,18(자연B111)"
공과 화학공학과,공학기초(수학),일반수학2,3,,"화15,16,17,18,19(3공504)"
공과 화학공학과,공학기초(수학),일반수학2,3,정갑헌,"금15,16,17,18,19(3공504)"
공과 화학공학과,공학기초(기초과학영역),일반화학2(원어),3,이용걸,"월1,2,3,4,5,6(3공110)"
공과 화학공학과,공학기초(기초과학영역),일반화학2,3,조동회,"금9,10,11,12,13,14(3공319)"
공과 화학공학과,공학기초(기초과학영역),일반화학실험2,1,홍인권,"목5,6,7,8(3공320)"
공과 화학공학과,공학기초(기초과학영역),일반화학실험2,1,홍인권,"수11,12,13,14(3공320)"
공과 화학공학과,공학기초(기초과학영역),일반화학실험2,1,이용걸,"목9,10,11,12(3공320)"
공과 화학공학과,공학기초(기초과학영역),일반화학실험2,1,장수환,"월1,2,3,4(3공320)"
공과 화학공학과,전공선택,전기화학공학,3,이성규,"수11,12,13,14,15,16(3공111)"
공과 화학공학과,공학소양,지식재산과특허전략,2,김병남,"금15,16,17,18(3공111)"
공과 화학공학과,전공필수,창의적공학설계(원어),2,로버트 바일,"목15,16,17,18(3공101(창의적공학설계))"
공과 화학공학과,공학기초(전산영역),컴퓨터프로그래밍,3,하준,"화9,10,11,12,13,14(3공521)"
공과 화학공학과,공학기초(전산영역),컴퓨터프로그래밍,3,하준,"수15,16,17,18,19(3공521)"
공과 화학공학과,공학기초(전산영역),컴퓨터프로그래밍,3,하준,"목15,16,17,18,19(3공522)"
공과 화학공학과,전공선택,플랜트설계(원어),3,심재우,"수15,16,17,18,19(3공516)"
공과 화학공학과,전공필수,화공기초실험,1,이환규,"월9,10,11,12(3공204)"
공과 화학공학과,전공필수,화공기초실험,1,이용걸,"수15,16,17,18(3공204)"
공과 화학공학과,전공필수,화공기초실험,1,이우걸,"월4,5,6,7(3공204)"
공과 화학공학과,전공필수,화공기초실험,1,이우걸,"수1,2,3,4(3공204)"
공과 화학공학과,전공필수,화공기초실험,1,이용걸,"수5,6,7,8(3공204)"
공과 화학공학과,전공필수,화공열역학2(원어),3,홍인권,"월1,2,3/수4,5,6(3공319)"
공과 화학공학과,전공필수,화공열역학2(원어),3,홍인권,"월4,5,6/수1,2,3(3공319)"
공과 화학공학과,전공선택,화공유체공학(원어),3,이우걸,"화1,2,3/목12,13,14(3공516)"
공과 화학공학과,전공선택,화공유체공학(원어),3,이우걸,"화4,5,6/목9,10,11(3공516)"
공과 화학공학과,전공선택,화공전산(원어),3,심재우,"월13,14,15,16,17,18(3공515)"
공과 화학공학과,전공필수,화공종합설계2,2,홍인권,"수19,20(3공319)"
공과 화학공학과,전공필수,화공종합설계2,2,윤용수,"수3,4,5,6(3공515)"
공과 화학공학과,전공필수,화공종합설계2,2,김형수,"목13,14,15,16(3공517)"
공과 화학공학과,전공필수,화공종합설계2,2,심재우,"화9,10,11,12(3공515)"
공과 화학공학과,전공필수,화공종합설계2,2,이우걸,"수11,12,13,14(3공517)"
공과 화학공학과,전공필수,화공종합설계2,2,이용걸,"목13,14,15,16(3공319)"
공과 화학공학과,전공필수,화공종합설계2,2,장수환,"수3,4,5,6(3공520)"
공과 화학공학과,전공필수,화공종합설계2,2,이환규,"월13,14,15,16(3공522)"
공과 화학공학과,전공선택,화학공정실습,1,장수환,
공과 화학공학과,전공선택,화학공정실습,1,장수환,
공과 화학공학과,전공선택,화학공학전공세미나1(연태복수학위),3,홍인권,"월17,18,19,20(3공209세미나)"
공과 화학공학과,전공선택,화학공학전공세미나3(연태복수학위),3,홍인권,"목17,18,19,20(3공209세미나)"
공과 화학공학과,전공선택,환경공정설계(원어),3,윤용수,"목1,2,3,4,5,6(3공516)"
사범대학,대학기초교양,생활지도및상담(사범대학),2,조성자,"수15,16,17,18(사범501)"
사범대학,대학기초교양,생활지도및상담(사범대학),2,이상숙,"목15,16,17,18(사범310)"
사범 한문교육과,전공필수,경서강독,3,김원중,"월4,5,6/수1,2,3(사범504)"
사범 한문교육과,전공선택,국내인턴십1(한문교육학),18,김원중,
사범 한문교육과,전공선택,국내인턴십2(한문교육학),12,김원중,
사범 한문교육과,전공선택,국외인턴십1(한문교육학),18,김원중,
사범 한문교육과,전공선택,국외인턴십2(한문교육학),12,김원중,
사범 한문교육과,전공선택,금석서예2,2,이성배,"수9,10,11,12(사범314)"
사범 한문교육과,전공선택,금석서예2,2,이성배,"수13,14,15,16(사범314)"
사범 한문교육과,전공선택,기초한문,2,김우정,"목3,4,5,6(사범404)"
사범 한문교육과,전공선택,문자학개론(원어),3,윤채근,"화4,5,6/목10,11,12(사범404)"
사범 한문교육과,전공필수,역대산문선독,3,김우정,"화10,11,12/금1,2,3(사범404)"
사범 한문교육과,전공선택,오경선독,3,김원중,"화10,11,12/목4,5,6(사범504)"
사범 한문교육과,전공선택,제자선독(원어),3,김원중,"화4,5,6/목10,11,12(사범504)"
사범 한문교육과,전공선택,취창업전공세미나2,2,김원중,"월17,18,19(사범504)"
사범 한문교육과,전공선택,한국한문소설론,3,윤채근,"화1,2,3/목13,14,15(사범404)"
사범 한문교육과,전공선택,한문과교육과정(원어),3,안재철,"화7,8,9/수10,11,12(사범404)"
사범 한문교육과,전공선택,한문과수업방법(원어),3,김우정,"월10,11,12/목16,17,18(사범504)"
사범 한문교육과,전공선택,한문교과논리및논술,2,김우정,"월13,14,15,16(사범504)"
사범 한문교육과,대학기초교양,한문교육실습의이론과참관실습(사범대학 한문교육과),2,김연수,"금4,5,6,7(사범504)"
사범 한문교육과,전공선택,한문국역연습,3,윤채근,"수4,5,6/금8,9,10(사범404)"
사범 한문교육과,전공필수,한문문법,3,안재철,"화13,14,15/목1,2,3(사범504)"
사범 한문교육과,전공선택,한문학사입문,3,김현주,"수13,14,15,16,17,18(사범504)"
사범 한문교육과,전공선택,한시론,3,김연수,"금11,12,13,14,15,16(사범504)"
사범 특수교육과,전공선택,국내인턴십1(특수교육학),18,신현기,
사범 특수교육과,전공선택,국내인턴십2(특수교육학),12,신현기,
사범 특수교육과,전공선택,국외인턴십1(특수교육학),18,신현기,
사범 특수교육과,전공선택,국외인턴십2(특수교육학),12,신현기,
사범 특수교육과,전공선택,사회복지학개론,3,김송석,"월13,14,15,16,17,18(사범502)"
사범 특수교육과,전공선택,장애학생통합교육론(원어),3,이병인,"목15,16,17,18,19(사범502)"
사범 특수교육과,전공선택,취창업전공세미나2(원어),2,신현기,"목20,21(사범502)"
사범 특수교육과,대학기초교양,특수교육실습의이론과참관실습(사범대학 특수교육과),2,이병인,"금19,20(사범502)"
사범 특수교육과 초등특수교육,전공선택,의사소통장애아교육,3,이은주,"화2,3,4/수5,6,7(사범505)"
사범 특수교육과 초등특수교육,전공선택,자폐성장애아교육(원어),3,김은경,"수2,3,4/목9,10,11(사범502)"
사범 특수교육과 초등특수교육,전공선택,중복ㆍ중증장애아교육(원어),3,이숙정,"월5,6,7/수5,6,7(사범502)"
사범 특수교육과 초등특수교육,전공선택,지체장애아교육(원어),3,송브라이언병,"월4,5,6/목4,5,6(사범403)"
사범 특수교육과 초등특수교육,전공선택,청각장애아교육,3,이윤선,"금3,4,5,6,7,8(사범502)"
사범 특수교육과 초등특수교육,전공선택,초등과학,3,이숙정,"월8,9,10/수1,2,3(사범403)"
사범 특수교육과 초등특수교육,전공선택,초등미술,3,박주연,"월19,20,21(사범505)"
사범 특수교육과 초등특수교육,전공선택,초등사회,3,한경근,"월11,12,13,14,15,16(사범403)"
사범 특수교육과 초등특수교육,전공선택,초등수학,3,신현기,"화8,9,10,11,12,13(사범502)"
사범 특수교육과 초등특수교육,전공선택,초등영어(원어),3,김애화,"화1,2,3/목1,2,3(사범502)"
사범 특수교육과 초등특수교육,전공선택,초등음악,3,이종열,"수20,21,22(사범307)"
사범 특수교육과 초등특수교육,전공선택,특수교과논리및논술,2,이숙정,"화13,14,15,16(사범403)"
사범 특수교육과 초등특수교육,전공선택,학습장애아교육,3,김애화,"화4,5,6/목4,5,6(사범502)"
사범 특수교육과 중등특수교육,전공선택,의사소통장애아교육,3,이은주,"화2,3,4/수5,6,7(사범505)"
사범 특수교육과 중등특수교육,전공선택,자폐성장애아교육(원어),3,김은경,"수2,3,4/목9,10,11(사범502)"
사범 특수교육과 중등특수교육,전공선택,중복ㆍ중증장애아교육(원어),3,이숙정,"월5,6,7/수5,6,7(사범502)"
사범 특수교육과 중등특수교육,전공선택,지체장애아교육(원어),3,송브라이언병,"월4,5,6/목4,5,6(사범403)"
사범 특수교육과 중등특수교육,전공선택,청각장애아교육,3,이윤선,"금3,4,5,6,7,8(사범502)"
사범 특수교육과 중등특수교육,전공선택,학습장애아교육,3,김애화,"화4,5,6/목4,5,6(사범502)"
사범 수학교육과,전공선택,고급해석학(원어),2,장정욱,"화9,10,11,12(사범501)"
사범 수학교육과,전공선택,국내인턴십1(수학교육학),18,한길준,
사범 수학교육과,전공선택,국내인턴십2(수학교육학),12,한길준,
사범 수학교육과,전공선택,국외인턴십1(수학교육학),18,한길준,
사범 수학교육과,전공선택,국외인턴십2(수학교육학),12,한길준,
사범 수학교육과,전공선택,미분기하학2(원어),2,장정욱,"월14,15,16,17(사범406)"
사범 수학교육과,전공선택,미분방정식(원어),3,한길준,"화4,5,6/목1,2,3(사범406)"
사범 수학교육과,전공선택,미적분학2,3,김창일,"월4,5,6/목1,2,3(사범505)"
사범 수학교육과,전공선택,복소해석학2(원어),3,한길준,"월4,5,6(사범409)/수4,5,6(사범406)"
사범 수학교육과,전공선택,선형대수(원어),3,강동승,"월4,5,6/수1,2,3(사범406)"
사범 수학교육과,전공선택,수학교과논리및논술,2,한혜숙,"화1,2,3,4(사범409)"
사범 수학교육과,전공선택,수학교육과정과평가,3,고상숙,"화11,12,13/목11,12,13(사범409)"
사범 수학교육과,전공선택,수학교육과테크놀러지(원어),3,고상숙,"화5,6,7/목15,16,17(사범202)"
사범 수학교육과,대학기초교양,수학교육실습의이론과참관실습(사범대학 수학교육과),2,이강섭,"목1,2,3,4(사범409)"
사범 수학교육과,전공선택,수학학습심리학(원어),2,한혜숙,"월15,16,17,18(사범409)"
사범 수학교육과,전공선택,위상수학2(원어),2,김창일,"수9,10,11,12(사범409)"
사범 수학교육과,전공선택,위상수학특강(원어),2,김창일,"월11,12,13,14(사범409)"
사범 수학교육과,전공선택,중등학교기하학교수법,2,한혜숙,"수13,14,15,16(사범409)"
사범 수학교육과,전공선택,중등학교통계교수법(원어),2,이강섭,"수1,2,3,4(사범409)"
사범 수학교육과,전공선택,집합론2(원어),2,한길준,"화13,14,15,16(사범406)"
사범 수학교육과,전공선택,취창업전공세미나2,2,고상숙,"월10,11,12,13(사범202)"
사범 수학교육과,전공선택,해석학2,3,장정욱,"월1,2,3/목4,5,6(사범406)"
사범 수학교육과,전공선택,현대대수학2,3,강동승,"화5,6,7/목5,6,7(사범409)"
사범 과학교육과,전공선택,과학교과교재연구및지도법,3,손연아,"수15,16,17/금10,11,12(사범405)"
사범 과학교육과,대학기초교양,과학교육실습의이론과참관실습(사범대학 과학교육과),2,윤지현,"수4,5,6,7(사범407)"
사범 과학교육과,전공선택,과학문화와과학교육,3,맹희주,"화5,6,7,8,9,10(사범505)"
사범 과학교육과,전공선택,국내인턴십1(과학교육학),18,노지현,
사범 과학교육과,전공선택,국내인턴십2(과학교육학),12,노지현,
사범 과학교육과,전공선택,국외인턴십1(과학교육학),18,노지현,
사범 과학교육과,전공선택,국외인턴십2(과학교육학),12,노지현,
사범 과학교육과,전공필수,대기과학,3,정기영,"목19,20,21(사범405)"
사범 과학교육과,전공필수,일반물리학2(원어),3,이봉우,"화5,6,7/목8,9,10(사범405)"
사범 과학교육과,전공선택,환경과과학교육,3,최소영,"화19,20,21(사범505)"
사범 과학교육과 물리,전공선택,과학교과논리및논술,2,문성채,"목4,5,6,7(사범407)"
사범 과학교육과 물리,전공선택,과학교육교구개발실습,3,맹희주,"수9,10,11,12,13,14(사범405)"
사범 과학교육과 물리,전공선택,과학탐구의실제,3,이봉우,"월18,19/금3,4,5(사범405)"
사범 과학교육과 물리,전공선택,물리교과교육론,3,이영희,"수15,16,17/목15,16,17(사범503)"
사범 과학교육과 물리,전공선택,물리교과교재연구및지도법,3,이봉우,"화1,2,3/목12,13,14(사범503)"
사범 과학교육과 물리,전공선택,수리물리학,3,강동승,"월10,11,12/수11,12,13(사범503)"
사범 과학교육과 물리,전공선택,역학2(원어),3,임은주,"월4,5,6/화4,5,6(사범503)"
사범 과학교육과 물리,전공선택,열및통계물리,3,최병구,"월7,8,9,10,11,12(사범404)"
사범 과학교육과 물리,전공선택,원자물리학,3,임은주,"월13,14,15/화11,12,13(사범503)"
사범 과학교육과 물리,전공필수,일반물리학2(원어),3,이봉우,"화5,6,7/목8,9,10(사범405)"
사범 과학교육과 물리,전공필수,일반생물학2(원어),3,민병미,"수3,4,5/목3,4,5(사범503)"
사범 과학교육과 물리,전공필수,일반지구과학2,3,정기영,"화19,20,21(사범405)"
사범 과학교육과 물리,전공필수,일반화학2,3,윤지현,"화11,12,13,14,15,16(사범405)"
사범 과학교육과 물리,전공선택,전자기학2,3,노승정,"월1,2,3,4,5,6(자연103)"
사범 과학교육과 물리,전공선택,취창업전공세미나2(원어),2,임은주,"수19,20(사범405)"
사범 과학교육과 물리,전공선택,통합과학교육의실제(원어),3,손연아,"화15,16,17(사범505)/수3,4,5(사범405)"
사범 과학교육과 생물,전공선택,과학탐구의실제,3,이봉우,"월18,19/금3,4,5(사범405)"
사범 과학교육과 생물,전공선택,미생물학,3,변종회,"월2,3,4,5,6,7(사범405)"
사범 과학교육과 생물,전공선택,발생학,3,노지현,"화11,12,13,14,15,16(자연102(촬영))"
사범 과학교육과 생물,전공선택,분자생물학,3,피재호,"목13,14,15,16,17,18(자연101)"
사범 과학교육과 생물,전공선택,생물교과교육론,3,이영희,"수15,16,17/목15,16,17(사범503)"
사범 과학교육과 생물,전공선택,생물화학(원어),3,노지현,"월11,12,13/목10,11,12(사범407)"
사범 과학교육과 생물,전공선택,식물생리학,3,박웅준,"월3,4,5,6,7,8(자연101)"
사범 과학교육과 생물,전공필수,일반물리학2(원어),3,이봉우,"화5,6,7/목8,9,10(사범405)"
사범 과학교육과 생물,전공필수,일반생물학2(원어),3,민병미,"수3,4,5/목3,4,5(사범503)"
사범 과학교육과 생물,전공필수,일반지구과학2,3,정기영,"화19,20,21(사범405)"
사범 과학교육과 생물,전공필수,일반화학2,3,윤지현,"화11,12,13,14,15,16(사범405)"
사범 과학교육과 생물,전공선택,임해및야외실습,3,민병미,"금13,14,15,16,17,18(사범405)"
사범 과학교육과 생물,전공선택,진화학,3,민병미,"화1,2,3/수14,15,16(사범407)"
사범 과학교육과 생물,전공선택,취창업전공세미나2(원어),2,임은주,"수19,20(사범405)"
사범 과학교육과 생물,전공선택,통합과학교육의실제(원어),3,손연아,"화15,16,17(사범505)/수3,4,5(사범405)"
