belong,l_type,name,point,tname,time
문과대학,대학기초교양,언어와의사소통의이해(문과대학),3,김길동,"목13,14,15,16,17,18(인문323)"
문과대학,대학기초교양,언어와의사소통의이해(문과대학),3,김기준,"목1,2,3,4,5,6(인문301)"
문과대학,대학기초교양,언어와의사소통의이해(문과대학),3,박정규,"화16,17,18/목16,17,18(인문101)"
문과대학,대학기초교양,언어와의사소통의이해(문과대학),3,박상진,"목13,14,15,16,17,18(인문321)"
문과 국어국문학과,전공선택,고전문학연습,3,윤주필,"화7,8,9/목10,11,12(인문503)"
문과 국어국문학과,전공필수,고전비평론,3,윤재환,"화4,5,6/목1,2,3(인문503)"
문과 국어국문학과,전공선택,고전소설론,3,윤주필,"화10,11,12/목7,8,9(인문503)"
문과 국어국문학과,전공선택,구비문학개론,3,맹영일,"수16,17,18/금1,2,3(인문502)"
문과 국어국문학과,전공선택,국내인턴십1(국어국문),18,이건식,
문과 국어국문학과,전공선택,국내인턴십2(국어국문),12,이건식,
문과 국어국문학과,학과기초,국문학개론,3,권진옥,"월10,11,12,13,14,15(인문503)"
문과 국어국문학과,학과기초,국문학개론,3,윤재환,"월4,5,6/목4,5,6(인문503)"
문과 국어국문학과,전공필수,국어사,3,이건식,"월4,5,6/수13,14,15(인문502)"
문과 국어국문학과,전공선택,국어음운론,3,하영우,"월7,8,9,10,11,12(인문502)"
문과 국어국문학과,학과기초,국어학개론,3,한정한,"화13,14,15/목1,2,3(인문502)"
문과 국어국문학과,학과기초,국어학개론,3,한정한,"화4,5,6/목10,11,12(인문502)"
문과 국어국문학과,전공선택,국외인턴십1(국어국문),18,이건식,
문과 국어국문학과,전공선택,국외인턴십2(국어국문),12,이건식,
문과 국어국문학과,전공선택,문예비평론,3,임선숙,"화1,2,3/목4,5,6(인문502)"
문과 국어국문학과,전공선택,취창업전공세미나2,2,이건식,"금15,16,17,18(인문502)"
문과 국어국문학과,전공선택,표현교육론,3,최정혜,"수4,5,6,7,8,9(인문502)"
문과 국어국문학과,전공선택,한국어문생활사,3,이건식,"수1,2,3/금4,5,6(인문502)"
문과 국어국문학과,전공선택,한국어문생활사(외국인전용분반),3,이황진,"월1,2,3/수1,2,3(인문503)"
문과 국어국문학과,전공선택,향가여요,3,김영수,"화1,2,3/수10,11,12(인문503)"
문과 국어국문학과,전공선택,현대문학사조,3,유용태,"금7,8,9,10,11,12(인문503)"
문과 국어국문학과,전공선택,현대소설론,3,유용태,"화13,14,15/목16,17,18(인문503)"
문과 국어국문학과,전공선택,현대시론,3,이지순,"월13,14,15,16,17,18(인문502)"
문과 국어국문학과,전공선택,희곡론,3,김유미,"화16,17,18/목13,14,15(인문503)"
문과 사학과,전공선택,고고미술사특강,3,이해주,"월3,4,5,6,7,8(인문403)"
문과 사학과,전공선택,고려시대사,3,문철영,"수10,11,12,13,14,15(인문509)"
문과 사학과,전공선택,국내인턴십1(사학),18,김문식,
문과 사학과,전공선택,국내인턴십2(사학),12,김문식,
문과 사학과,전공선택,국외인턴십1(사학),18,김문식,
문과 사학과,전공선택,국외인턴십2(사학),12,김문식,
문과 사학과,전공필수,동양사상의이해,3,최희재,"화10,11,12/수1,2,3(인문509)"
문과 사학과,전공선택,동양사특강,3,최희재,"월12,13,14/수15,16,17(인문508)"
문과 사학과,전공선택,미국의역사(원어),3,김연진,"월15,16,17/화1,2,3(인문508)"
문과 사학과,전공선택,서양근대사,3,김현수,"목12,13,14,15,16,17(인문509)"
문과 사학과,학과기초,서양의역사와문화,3,김연진,"화10,11,12/수10,11,12(인문508)"
문과 사학과,학과기초,서양의역사와문화,3,김현수,"월12,13,14,15,16,17(인문509)"
문과 사학과,전공선택,유럽의역사(원어),3,김현수,"수4,5,6,7,8,9(인문508)"
문과 사학과,전공선택,유목정복왕조와동아시아세계,3,김영제,"화4,5,6,7,8,9(인문509)"
문과 사학과,전공필수,자료로본동아시아사(원어),3,심재훈,"화4,5,6/금3,4,5(인문508)"
문과 사학과,전공선택,조선시대사,3,김문식,"월1,2,3/화16,17,18(인문509)"
문과 사학과,전공선택,취창업전공세미나2,2,김문식,"수19,20(인문508)"
문과 사학과,전공선택,한국고고학,3,이종수,"화11,12,13(인문409)/수1,2,3(인문508)"
문과 사학과,전공필수,한국미술사,3,이해주,"목1,2,3,4,5,6(인문508)"
문과 사학과,학과기초,한국의역사와문화,3,전덕재,"월1,2,3/목9,10,11(인문508)"
문과 사학과,학과기초,한국의역사와문화,3,김문식,"월9,10,11/목9,10,11(인문509)"
문과 사학과,전공선택,한국현대사,3,한시준,"화13,14,15/목1,2,3(인문509)"
문과 철학과,전공선택,경영과철학,3,양문희,"금3,4,5,6,7,8(인문204)"
문과 철학과,전공선택,국내인턴십1(철학),18,유헌식,
문과 철학과,전공선택,국내인턴십2(철학),12,유헌식,
문과 철학과,전공선택,국외인턴십1(철학),18,유헌식,
문과 철학과,전공선택,국외인턴십2(철학),12,유헌식,
문과 철학과,학과기초,논리학,3,강수휘,"월3,4,5,6,7,8(인문323)"
문과 철학과,전공선택,동양근현대철학,3,황종원,"월16,17,18/수11,12,13(인문321)"
문과 철학과,전공선택,미디어와철학,3,김선옥,"목3,4,5,6,7,8(인문501)"
문과 철학과,전공선택,미학,3,유헌식,"화7,8,9/목7,8,9(인문301)"
문과 철학과,전공선택,상담철학,3,권오상,"화13,14,15,16,17,18(인문321)"
문과 철학과,학과기초,생활과철학,3,정연재,"화9,10,11,12,13,14(인문323)"
문과 철학과,전공선택,서양근대철학,3,김은주,"목11,12,13,14,15,16(인문402)"
문과 철학과,전공선택,예술작품과철학,3,이정민,"금11,12,13,14,15,16(인문402)"
문과 철학과,전공필수,윤리학,3,강준호,"월3,4,5,6,7,8(인문501)"
문과 철학과,전공선택,철학적인간학,3,유헌식,"월5,6,7/수5,6,7(인문402)"
문과 철학과,전공선택,취창업전공세미나2(원어),2,황종원,"월11,12,13,14(인문321)"
문과 철학과,전공필수,한국문화와철학,3,황종원,"수15,16,17/목10,11,12(인문323)"
문과 철학과,전공필수,희랍철학,3,양태범,"금9,10,11,12,13,14(인문204)"
문과 영미인문학과,전공선택,낭만주의연구,3,윤효녕,"화12,13,14/수12,13,14(인문204)"
문과 영미인문학과,전공선택,담화와논리,3,위혜경,"월11,12,13/화7,8,9(인문302)"
문과 영미인문학과,전공선택,리얼리즘미학,3,성은애,"수1,2,3(인문301)/목9,10,11(인문204)"
문과 영미인문학과,전공선택,미국영어와영국영어,3,박영,"수9,10,11(인문302)/목15,16,17(인문204)"
문과 영미인문학과,전공필수,언어와문화플립러닝,3,김현주,"화1,2,3,4,5,6(인문402)"
문과 영미인문학과,전공선택,영미문화와예술,3,김성헌,"화3,4,5/수9,10,11(인문204)"
문과 영미인문학과,전공필수,영미영어필수어휘,3,박영,"월1,2,3/목11,12,13(인문302)"
문과 영미인문학과,학과기초,영미인문학입문2(원어),3,오민석,"화12,13,14(인문302)/수9,10,11(인문301)"
문과 영미인문학과,전공선택,취창업전공세미나2(원어),2,이안맥도날드,"월14,15,16,17(인문302)"
문과 영미인문학과,학과기초,토론과프레젠테이션1(원어),3,이안맥도날드,"월9,10,11/목10,11,12(인문301)"
문과 영미인문학과,학과기초,토론과프레젠테이션1(원어),3,이안맥도날드,"수12,13,14/금15,16,17(인문301)"
문과 영미인문학과,전공선택,토론과프레젠테이션2(원어),3,이안맥도날드,"수15,16,17/금11,12,13(인문301)"
문과 영미인문학과,전공선택,현대극과심리분석,3,최경란,"화15,16,17/수12,13,14(인문501)"
문과 영미인문학과,전공선택,현대비평이론,3,오민석,"수4,5,6(인문301)/목15,16,17(인문302)"
문과 중어중문학과,전공선택,국내인턴십1(중어중문),18,배은한,
문과 중어중문학과,전공선택,국내인턴십2(중어중문),12,배은한,
문과 중어중문학과,전공선택,국외인턴십1(중어중문),18,배은한,
문과 중어중문학과,전공선택,국외인턴십2(중어중문),12,배은한,
문과 중어중문학과,전공선택,당송시,3,박혜경,"목1,2,3/금4,5,6(인문401)"
문과 중어중문학과,전공선택,명청소설,3,최재준,"목13,14,15,16,17,18(인문508)"
문과 중어중문학과,전공선택,원명희곡,3,황현국,"화10,11,12(인문402)/수10,11,12(인문401)"
문과 중어중문학과,학과기초,중국고문의이해,3,이화승,"화13,14,15,16,17,18(인문402)"
문과 중어중문학과,전공선택,중국문학사,3,정지인,"월13,14,15,16,17,18(인문401)"
문과 중어중문학과,전공선택,중국어사무자동화,3,이희주,"수10,11,12,13,14,15(인문205)"
문과 중어중문학과,전공선택,중국어작문(원어),3,장호득,"화13,14,15/목7,8,9(인문401)"
문과 중어중문학과,전공선택,중국어학개론,3,배은한,"화16,17,18/수13,14,15(인문401)"
문과 중어중문학과,학과기초,중국어회화입문1,2,김세희,"월13,14,15,16(인문402)"
문과 중어중문학과,전공선택,중국현대문학(원어),3,황현국,"월4,5,6/수4,5,6(인문401)"
문과 중어중문학과,전공선택,중국현대산문,3,황현국,"월10,11,12/화4,5,6(인문401)"
문과 중어중문학과,전공선택,중국현대희곡,3,유승현,"화7,8,9,10,11,12(인문401)"
문과 중어중문학과,전공선택,중급중어회화,3,장효민,"목11,12,13,14,15,16(인문401)"
문과 중어중문학과,전공선택,중어변론,3,한경숙,"목4,5,6(인문401)/금4,5,6(인문402)"
문과 중어중문학과,전공선택,중어응용작문,3,서명제,"목2,3,4,5,6,7(인문402)"
문과 중어중문학과,전공선택,취창업전공세미나2(원어),2,배은한,"월19,20(인문401)"
문과 일어일문학과,전공선택,고급일본어회화2,3,다바타미쓰코,"화1,2,3,4,5,6(인문403)"
문과 일어일문학과,전공선택,국내인턴십1(일어일문),18,최영철,
문과 일어일문학과,전공선택,국내인턴십2(일어일문),12,최영철,
문과 일어일문학과,전공선택,국외인턴십1(일어일문),18,최영철,
문과 일어일문학과,전공선택,국외인턴십2(일어일문),12,최영철,
문과 일어일문학과,전공선택,일본문학ㆍ문화특강2(원어),3,정형,"목1,2,3/금9,10,11(인문403)"
문과 일어일문학과,전공선택,일본문학개론2(원어),3,송귀영,"월2,3,4(인문408)/목4,5,6(인문403)"
문과 일어일문학과,전공선택,일본문화,3,송귀영,"월9,10,11/화9,10,11(인문408)"
문과 일어일문학과,전공선택,일본소설강독2,3,정형,"목13,14,15/금3,4,5(인문403)"
문과 일어일문학과,전공선택,일본어강독2,3,최영철,"월12,13,14/수9,10,11(인문403)"
문과 일어일문학과,전공선택,일본어강독4,3,최영철,"화12,13,14(인문408)/수1,2,3(인문403)"
문과 일어일문학과,전공선택,일본어문형연습2,3,최영철,"월15,16,17(인문403)/화1,2,3(인문408)"
문과 일어일문학과,학과기초,일본어실습2,2,김옥희,"목9,10,11,12(인문408)"
문과 일어일문학과,전공선택,일본어작문2,3,최영철,"화4,5,6(인문408)/목9,10,11(인문403)"
문과 일어일문학과,전공선택,일본어학개론2,3,한원형,"화13,14,15/수12,13,14(인문403)"
문과 일어일문학과,전공선택,일본어학특강2,3,최영철,"월9,10,11/수4,5,6(인문403)"
문과 일어일문학과,전공선택,일본어회화2,3,가메이나오꼬,"금1,2,3,4,5,6(인문408)"
문과 일어일문학과,전공선택,일본어회화4,3,가메이나오꼬,"금9,10,11,12,13,14(인문408)"
문과 일어일문학과,학과기초,초급일본어강독2,2,최영철,"목13,14,15,16(인문408)"
문과 일어일문학과,학과기초,초급일본어회화2,2,다바타미쓰코,"화9,10,11,12(인문403)"
문과 일어일문학과,전공선택,취창업전공세미나2(원어),2,최영철,"수15,16,17,18(인문408)"
문과 영어영문학과,전공선택,국내인턴십1(영어영문),18,윤효녕,
문과 영어영문학과,전공선택,국내인턴십2(영어영문),12,윤효녕,
문과 영어영문학과,전공선택,국외인턴십1(영어영문),18,윤효녕,
문과 영어영문학과,전공선택,국외인턴십2(영어영문),12,윤효녕,
문과 영어영문학과,학과기초,기초영어읽기,3,윤정희,"월13,14,15,16,17,18(인문204)"
문과 영어영문학과,전공선택,미문학사,3,김태숙,"금8,9,10,11,12,13(인문208)"
문과 영어영문학과,전공필수,셰익스피어,3,최경란,"수5,6,7/목12,13,14(인문501)"
문과 영어영문학과,전공필수,셰익스피어,3,최경란,"화7,8,9/목15,16,17(인문501)"
문과 영어영문학과,전공선택,영국소설,3,성은애,"화15,16,17/금4,5,6(인문302)"
문과 영어영문학과,전공선택,영국소설,3,성은애,"수12,13,14(인문302)/목5,6,7(인문204)"
문과 영어영문학과,전공선택,영미문학비평이론,3,오민석,"화15,16,17(인문301)/금1,2,3(인문302)"
문과 영어영문학과,학과기초,영미문화,3,이부자,"수9,10,11,12,13,14(인문408)"
문과 영어영문학과,전공선택,영어독해2,3,윤정희,"월3,4,5,6,7,8(인문301)"
문과 영어영문학과,전공선택,영어독해2,3,이부자,"수1,2,3,4,5,6(인문408)"
문과 영어영문학과,전공선택,영어의미화용론,3,위혜경,"월5,6,7(인문106)/화4,5,6(인문302)"
문과 영어영문학과,전공선택,영어의미화용론플립러닝(원어),3,위혜경,"목5,6,7,8,9,10(인문302)"
문과 영어영문학과,전공선택,영어작문2(원어),3,로버트페리,"화15,16,17/금14,15,16(인문208)"
문과 영어영문학과,전공선택,영어작문2(원어),3,로버트페리,"목15,16,17/금4,5,6(인문301)"
문과 영어영문학과,전공선택,영어청취(원어),3,박영,"화10,11,12(인문301)/수15,16,17(인문302)"
문과 영어영문학과,전공선택,영어평가론플립러닝,3,김현주,"화7,8,9,10,11,12(인문502)"
문과 영어영문학과,전공필수,영어학개론,3,김성헌,"월3,4,5/수1,2,3(인문204)"
문과 영어영문학과,전공필수,영어학개론,3,김성헌,"월9,10,11/화9,10,11(인문204)"
문과 영어영문학과,전공선택,중급영어회화(원어),2,로버트페리,"월15,16,17,18(인문320)"
문과 영어영문학과,전공선택,중급영어회화(원어),2,로버트페리,"목5,6,7,8(인문509)"
문과 영어영문학과,전공선택,취창업전공세미나2(원어),2,윤효녕,"목1,2,3,4(인문302)"
문과 영어영문학과,전공선택,현대영미시,3,윤효녕,"화15,16,17/수15,16,17(인문204)"
문과 영어영문학과,전공선택,현대영미시,3,윤효녕,"목9,10,11/금14,15,16(인문501)"
법과 법학과,전공선택,IT정보보호법,3,정준현,"목4,5,6/금4,5,6(대학원동322)"
법과 법학과,전공선택,IT정보보호법,3,홍강훈,"화10,11,12/목10,11,12(대학원동318)"
법과 법학과,전공선택,가족법,3,최성경,"화10,11,12/목10,11,12(대학원동321)"
법과 법학과,전공선택,가족법,3,최성경,"수4,5,6/금1,2,3(대학원동216)"
법과 법학과,전공선택,국내인턴십1(법학)(원어),18,이석배,
법과 법학과,전공선택,국내인턴십2(법학)(원어),12,이석배,
법과 법학과,전공선택,국외인턴십1(법학)(원어),18,이석배,
법과 법학과,전공선택,국외인턴십2(법학)(원어),12,이석배,
법과 법학과,전공선택,국제거래법,3,오승진,"월13,14,15/화16,17,18(대학원동215)"
법과 법학과,전공필수,국제법2,3,김석현,"화1,2,3/금10,11,12(대학원동215)"
법과 법학과,전공필수,국제법2,3,오승진,"화1,2,3/수13,14,15(대학원동322)"
법과 법학과,전공필수,국제법2,3,박정원,"화1,2,3/수4,5,6(대학원동318)"
법과 법학과,전공선택,국제인권법,3,김석현,"화10,11,12/목10,11,12(대학원동322)"
법과 법학과,전공선택,국제인권법(원어),3,오승진,"화10,11,12/목10,11,12(대학원동319)"
법과 법학과,전공선택,국제통상법,3,김석현,"수4,5,6/목4,5,6(대학원동215)"
법과 법학과,전공선택,국제통상법(원어),3,박정원,"화10,11,12/목4,5,6(대학원동216)"
법과 법학과,학과기초,기본권론(원어),3,장철준,"월10,11,12/수9,10,11(대학원동320)"
법과 법학과,학과기초,기본권론,3,장철준,"월16,17,18/화10,11,12(대학원동217)"
법과 법학과,학과기초,기본권론,3,최용전,"화10,11,12,13,14,15(대학원동320)"
법과 법학과,전공선택,노동법2,3,하갑래,"목13,14,15/금4,5,6(대학원동320)"
법과 법학과,전공선택,노동법세미나,3,하갑래,"목16,17,18/금1,2,3(대학원동320)"
법과 법학과,전공선택,디지털콘텐츠법,3,정해상,"화13,14,15/목1,2,3(대학원동321)"
법과 법학과,전공선택,디지털콘텐츠법(원어),3,손승우,"월16,17,18/화13,14,15(대학원동216)"
법과 법학과,전공선택,모의재판,3,선우영,"화13,14,15,16,17,18(대학원동217)"
법과 법학과,전공선택,물권법2,3,이종구,"월16,17,18/수4,5,6(대학원동320)"
법과 법학과,전공선택,물권법2,3,정해상,"화16,17,18/수13,14,15(대학원동216)"
법과 법학과,전공선택,민법세미나,3,남기연,"화1,2,3/목4,5,6(대학원동320)"
법과 법학과,학과기초,민법총칙2,3,정진명,"월13,14,15/목10,11,12(대학원동216)"
법과 법학과,학과기초,민법총칙2,3,정해상,"월13,14,15/목10,11,12(대학원동217)"
법과 법학과,학과기초,민법총칙2,3,남기연,"월4,5,6/목10,11,12(대학원동320)"
법과 법학과,전공선택,민사분쟁사례연습,3,이무상,"월13,14,15/화4,5,6(대학원동319)"
법과 법학과,전공선택,민사소송법2,3,이무상,"수16,17,18/목1,2,3(대학원동322)"
법과 법학과,전공선택,민사소송법2,3,조병훈,"수13,14,15,16,17,18(대학원동321)"
법과 법학과,전공선택,법사학,3,민윤영,"화13,14,15/수4,5,6(대학원동322)"
법과 법학과,전공선택,법사학,3,이동희,"화13,14,15/수13,14,15(대학원동215)"
법과 법학과,전공선택,법사회학,3,민윤영,"수10,11,12/금4,5,6(대학원동321)"
법과 법학과,법학소양,법학멘토링1(원어),1,김석현,"화16,17(대학원동319)"
법과 법학과,법학소양,법학멘토링1(원어),1,정준현,"화16,17(대학원동318)"
법과 법학과,법학소양,법학멘토링1(원어),1,최성경,"화16,17(대학원동322)"
법과 법학과,법학소양,법학멘토링3(원어),1,남기연,"수16,17(대학원동319)"
법과 법학과,법학소양,법학멘토링3(원어),1,홍강훈,"수16,17(대학원동318)"
법과 법학과,법학소양,법학멘토링3(원어),1,민윤영,"수16,17(대학원동215)"
법과 법학과,전공선택,부동산공법,3,이기한,"목13,14,15/금13,14,15(대학원동318)"
법과 법학과,전공선택,사회보장법,3,이기한,"화4,5,6/목4,5,6(대학원동318)"
법과 법학과,전공선택,상법세미나,3,김범준,"월10,11,12/수4,5,6(대학원동217)"
법과 법학과,전공선택,어음수표법,3,김범준,"화1,2,3/수16,17,18(대학원동216)"
법과 법학과,전공선택,어음수표법,3,강영기,"화1,2,3,4,5,6(대학원동321)"
법과 법학과,전공선택,전자상거래법,3,최우령,"금10,11,12,13,14,15(대학원동216)"
법과 법학과,전공필수,채권각론,3,정진명,"월10,11,12/금1,2,3(대학원동321)"
법과 법학과,전공필수,채권각론,3,이종구,"월10,11,12/목16,17,18(대학원동322)"
법과 법학과,전공필수,채권각론,3,남기연,"월10,11,12/목16,17,18(대학원동318)"
법과 법학과,전공선택,취창업전공세미나2(원어),2,이석배,"화16,17,19(대학원동321)"
법과 법학과,전공필수,행정법각론,3,이기한,"수1,2,3/금10,11,12(대학원동318)"
법과 법학과,전공필수,행정법각론,3,이기한,"화13,14,15/수10,11,12(대학원동319)"
법과 법학과,전공필수,행정법각론,3,송동수,"월13,14,15/수10,11,12(대학원동322)"
법과 법학과,전공필수,행정법총론2,3,송동수,"화4,5,6/수1,2,3(대학원동322)"
법과 법학과,전공필수,행정법총론2,3,정준현,"수1,2,3/금1,2,3(대학원동215)"
법과 법학과,전공필수,행정법총론2,3,홍강훈,"수1,2,3/금4,5,6(대학원동216)"
법과 법학과,전공필수,헌법소송법,3,장철준,"수1,2,3/목13,14,15(대학원동321)"
법과 법학과,전공필수,헌법소송법,3,김정현,"목10,11,12,13,14,15(대학원동215)"
법과 법학과,전공필수,헌법소송법,3,김정현,"목17,18,19,20(대학원동215)"
법과 법학과,전공필수,형법각론1,3,조성용,"수10,11,12/목13,14,15(대학원동216)"
법과 법학과,전공필수,형법각론1,3,최호진,"수13,14,15/목13,14,15(대학원동217)"
법과 법학과,전공필수,형법각론1,3,이정민,"월4,5,6/목16,17,18(대학원동216)"
법과 법학과,법학소양,형법총론1,3,조성용,"화4,5,6/목1,2,3(대학원동216)"
법과 법학과,법학소양,형법총론1,3,최호진,"화4,5,6/목1,2,3(대학원동215)"
법과 법학과,법학소양,형법총론1,3,이정민,"화4,5,6/목1,2,3(대학원동320)"
법과 법학과,전공필수,형사소송법1,3,조성용,"금10,11,12,13,14,15(대학원동217)"
법과 법학과,전공필수,형사소송법1,3,이석배,"월10,11,12/화10,11,12(대학원동215)"
법과 법학과,전공필수,형사소송법1,3,신태영,"월13,14,15,16,17,18(대학원동321)"
법과 법학과,전공선택,형사소송법연습(원어),3,이석배,"월1,2,3,4,5,6(대학원동215)"
법과 법학과,전공필수,회사법1,3,양만식,"수4,5,6/목4,5,6(대학원동321)"
법과 법학과,전공필수,회사법1,3,양만식,"목1,2,3/금1,2,3(대학원동217)"
법과 법학과,전공필수,회사법1,3,김범준,"목10,11,12,13,14,15(자연102(촬영))"
사회 정치외교학과,전공선택,국내인턴십1(정치외교),18,김진호,
사회 정치외교학과,전공선택,국내인턴십2(정치외교),12,김진호,
사회 정치외교학과,전공선택,국외인턴십1(정치외교),18,김진호,
사회 정치외교학과,전공선택,국외인턴십2(정치외교),12,김진호,
사회 정치외교학과,전공필수,국제정치,3,주수기,"화4,5,6/수11,12,13(사회307)"
사회 정치외교학과,전공선택,국제평화론(원어),3,조한승,"월11,12,13/목11,12,13(사회105)"
사회 정치외교학과,대학기초교양,글로벌리제이션의이해(사회과학대학 정치외교학과),3,조한승,"화4,5,6/목4,5,6(사회105)"
사회 정치외교학과,전공선택,동북아국제관계(원어),3,이동민,"금1,2,3,4,5,6(사회105)"
사회 정치외교학과,전공선택,미국정치론(원어),3,안순철,"화11,12,13,14,15,16(사회305)"
사회 정치외교학과,전공선택,분단국통일론(원어),3,김진호,"금11,12,13,14,15,16(사회106)"
사회 정치외교학과,전공선택,서양정치사상,3,김진호,"수1,2,3,4,5,6(사회106)"
사회 정치외교학과,전공선택,유럽정치론,3,심성은,"월3,4,5,6,7,8(사회105)"
사회 정치외교학과,전공선택,의회정치론,3,정하윤,"월1,2,3,4,5,6(사회106)"
사회 정치외교학과,전공선택,일본정치론,3,강태훈,"수3,4,5,6,7,8(사회105)"
사회 정치외교학과,전공선택,정당론,3,정진웅,"목11,12,13,14,15,16(사회106)"
사회 정치외교학과,학과기초,정치와정치인(원어),3,조기용,"월11,12,13,14,15,16(사회106)"
사회 정치외교학과,학과기초,정치학개론(원어),3,이동민,"월1,2,3,4,5,6(사회301)"
사회 정치외교학과,전공필수,정치학데이터분석(원어),3,가상준,"화11,12,13,14,15,16(사회106)"
사회 정치외교학과,전공선택,취창업전공세미나2(원어),2,가상준,"월14,15,16,17(사회105)"
사회 정치외교학과,전공선택,한국외교사,3,조기용,"수11,12,13,14,15,16(사회106)"
사회 정치외교학과,전공선택,한국정치론,3,가상준,"금11,12,13,14,15,16(사회105)"
사회 행정학과,전공선택,국내인턴십1(행정),18,박용성,
사회 행정학과,전공선택,국내인턴십2(행정),12,박용성,
사회 행정학과,전공선택,국외인턴십1(행정),18,박용성,
사회 행정학과,전공선택,국외인턴십2(행정),12,박용성,
사회 행정학과,대학기초교양,글로벌리제이션의이해(사회과학대학 행정학과),3,남재걸,"화4,5,6/목4,5,6(사회B108)"
사회 행정학과,전공선택,기획론,3,김경태,"수19,20,21(사회B109)"
사회 행정학과,전공선택,기획론,3,박정호,"금11,12,13,14,15,16(사회B109)"
사회 행정학과,전공선택,복지행정론(원어),3,최정숙,"수1,2,3/목4,5,6(사회B109)"
사회 행정학과,전공선택,복지행정론(원어),3,최정숙,"수4,5,6/목1,2,3(사회B109)"
사회 행정학과,전공선택,사회과학방법론(원어),3,류지성,"월2,3,4,5,6,7(사회101)"
사회 행정학과,전공선택,사회과학방법론(원어),3,남정집,"화2,3,4,5,6,7(사회101)"
사회 행정학과,전공선택,사회정책론,3,오민수,"월1,2,3,4,5,6(사회B109)"
사회 행정학과,전공선택,사회정책론,3,오민수,"월19,20,21(사회B109)"
사회 행정학과,전공선택,인간관계론(원어),3,송운석,"화16,17,18/수3,4,5(사회101)"
사회 행정학과,전공선택,재무행정론,3,방민석,"목11,12,13,14,15,16(사회307)"
사회 행정학과,전공선택,재무행정론,3,김영재,"수7,8,9,10,11,12(사회B109)"
사회 행정학과,전공선택,정부개혁론(원어),3,박용성,"월9,10,11/화9,10,11(사회307)"
사회 행정학과,전공선택,정부개혁론(원어),3,이재무,"금5,6,7,8,9,10(사회307)"
사회 행정학과,전공선택,정부규제론사이버,3,박용성,"목19,20,21(사회215(화상))"
사회 행정학과,전공선택,정책분석과평가,3,신유호,"화19,20,21(미디어415)"
사회 행정학과,전공선택,정책학콜로키움,3,김용수,"금1,2,3,4,5,6(사회101)"
사회 행정학과,전공선택,지방행정론(원어),3,김성종,"월11,12,13,14,15,16(사회101)"
사회 행정학과,전공선택,지방행정론(원어),3,김성종,"화9,10,11,12,13,14(사회101)"
사회 행정학과,전공선택,취창업전공세미나2,2,김형수,"수15,16,17,18(사회101)"
사회 행정학과,학과기초,"행정과경제(미시경제,거시경제)",3,서미숙,"화7,8,9,10,11,12(사회B109)"
사회 행정학과,학과기초,"행정과경제(미시경제,거시경제)",3,서미숙,"화13,14,15,16,17,18(사회B109)"
사회 행정학과,학과기초,행정과법(원어),3,정창화,"월3,4,5,6,7,8(사회307)"
사회 행정학과,학과기초,행정과법(원어),3,정창화,"월11,12,13,14,15,16(사회303)"
사회 행정학과,전공선택,행정관리론,3,박창화,"목13,14,15,16,17,18(사회101)"
사회 행정학과,전공선택,행정사례연구(원어),3,김형수,"수9,10/목9,10,11,12(사회101)"
사회 행정학과,전공선택,행정학연습(원어),3,남재걸,"월13,14,15/화16,17,18(사회307)"
사회 행정학과,전공선택,행정학연습(원어),3,남재걸,"월16,17,18/화13,14,15(사회307)"
사회 도시계획부동산학부,대학기초교양,글로벌리제이션의이해(사회과학대학 도시계획부동산학부),3,조명래,"월4,5,6/목4,5,6(사회215(화상))"
사회 도시계획부동산학부,전공필수,도시개발론(원어),3,김현수,"화1,2,3/목8,9,10(사회301)"
사회 도시계획부동산학부,전공필수,도시개발론(원어),3,김현수,"화4,5,6/수1,2,3(사회301)"
사회 도시계획부동산학부,학부기초,부동산입문,3,임미화,"수2,3,4/목1,2,3(사회215(화상))"
사회 도시계획부동산학부,전공필수,주택론입문,3,임미화,"월10,11,12/수9,10,11(사회301)"
사회 도시계획부동산학부,전공필수,주택론입문,3,임미숙,"화13,14,15,16,17,18(사회302)"
사회 도시계획부동산학부,전공선택,취창업전공세미나2(원어),2,김현수,"금1,2,3,4(사회301)"
사회 도시계획부동산학부,전공필수,토지론입문(원어),3,임미화,"월1,2,3/목4,5,6(사회302)"
사회 도시계획부동산학부,전공필수,토지론입문(원어),3,임미화,"월4,5,6/화1,2,3(사회302)"
사회 도시계획부동산학부,학부기초,현대도시의이해,3,이주림,"월9,10,11,12,13,14(사회215(화상))"
사회 도시.계획부동산학부 도시지역계획학,전공선택,계획이론(원어),3,송명규,"수9,10,11/금5,6,7(사회303)"
사회 도시.계획부동산학부 도시지역계획학,전공선택,공공시설계획,3,이훈,"수12,13,14,15,16,17(사회301)"
사회 도시.계획부동산학부 도시지역계획학,전공선택,국내인턴십1(도시계획),18,김현수,
사회 도시.계획부동산학부 도시지역계획학,전공선택,국내인턴십2(도시계획),12,김현수,
사회 도시.계획부동산학부 도시지역계획학,전공선택,국외인턴십1(도시계획),18,김현수,
사회 도시.계획부동산학부 도시지역계획학,전공선택,국외인턴십2(도시계획),12,김현수,
사회 도시.계획부동산학부 도시지역계획학,전공선택,국토및도시계획법,3,조명래,"월1,2,3/화1,2,3(사회303)"
사회 도시.계획부동산학부 도시지역계획학,전공선택,단지계획,3,공금록,"목2,3,4,5,6,7(사회301)"
